DATE,STATION,NAME,LATITUDE,LONGITUDE,PRCP,WSF2,WSF5
2010-06-08,USW00014764,"PORTLAND JETPORT, ME US",43.64222,-70.30444,0.03,25.9,36.0
2010-06-09,USW00014764,"PORTLAND JETPORT, ME US",43.64222,-70.30444,0.0,17.9,34.9
2010-06-10,USW00014764,"PORTLAND JETPORT, ME US",43.64222,-70.30444,0.29,8.9,
2010-06-11,USW00014764,"PORTLAND JETPORT, ME US",43.64222,-70.30444,0.0,15.0,
2010-06-12,USW00014764,"PORTLAND JETPORT, ME US",43.64222,-70.30444,0.01,8.9,
2010-06-13,USW00014764,"PORTLAND JETPORT, ME US",43.64222,-70.30444,0.02,8.1,
2010-06-14,USW00014764,"PORTLAND JETPORT, ME US",43.64222,-70.30444,0.1,8.1,25.1
2010-06-15,USW00014764,"PORTLAND JETPORT, ME US",43.64222,-70.30444,0.0,17.0,23.0
2010-06-16,USW00014764,"PORTLAND JETPORT, ME US",43.64222,-70.30444,0.03,10.1,
2010-06-17,USW00014764,"PORTLAND JETPORT, ME US",43.64222,-70.30444,0.06,11.0,
2010-06-18,USW00014764,"PORTLAND JETPORT, ME US",43.64222,-70.30444,0.0,17.0,36.0
2010-06-19,USW00014764,"PORTLAND JETPORT, ME US",43.64222,-70.30444,0.0,23.0,29.1
2010-06-20,USW00014764,"PORTLAND JETPORT, ME US",43.64222,-70.30444,0.0,21.0,28.0
2010-06-21,USW00014764,"PORTLAND JETPORT, ME US",43.64222,-70.30444,0.0,16.1,21.9
2010-06-22,USW00014764,"PORTLAND JETPORT, ME US",43.64222,-70.30444,0.0,12.1,17.9
2010-06-23,USW00014764,"PORTLAND JETPORT, ME US",43.64222,-70.30444,0.24,23.9,25.9
2010-06-24,USW00014764,"PORTLAND JETPORT, ME US",43.64222,-70.30444,0.19,21.0,31.1
2010-06-25,USW00014764,"PORTLAND JETPORT, ME US",43.64222,-70.30444,0.0,15.0,
2010-06-26,USW00014764,"PORTLAND JETPORT, ME US",43.64222,-70.30444,0.0,16.1,23.0
2010-06-27,USW00014764,"PORTLAND JETPORT, ME US",43.64222,-70.30444,0.23,8.1,10.1
2010-06-28,USW00014764,"PORTLAND JETPORT, ME US",43.64222,-70.30444,0.32,15.0,21.9
2010-06-29,USW00014764,"PORTLAND JETPORT, ME US",43.64222,-70.30444,0.0,17.0,25.9
2010-06-30,USW00014764,"PORTLAND JETPORT, ME US",43.64222,-70.30444,0.0,16.1,23.9
2010-07-01,USW00014764,"PORTLAND JETPORT, ME US",43.64222,-70.30444,0.08,15.0,25.9
2010-07-02,USW00014764,"PORTLAND JETPORT, ME US",43.64222,-70.30444,0.0,15.0,21.0
2010-07-03,USW00014764,"PORTLAND JETPORT, ME US",43.64222,-70.30444,0.0,13.0,
2010-07-04,USW00014764,"PORTLAND JETPORT, ME US",43.64222,-70.30444,0.0,11.0,19.9
2010-07-05,USW00014764,"PORTLAND JETPORT, ME US",43.64222,-70.30444,0.0,11.0,
2010-07-06,USW00014764,"PORTLAND JETPORT, ME US",43.64222,-70.30444,0.0,15.0,21.0
2010-07-07,USW00014764,"PORTLAND JETPORT, ME US",43.64222,-70.30444,0.0,11.0,
2010-07-08,USW00014764,"PORTLAND JETPORT, ME US",43.64222,-70.30444,0.0,15.0,23.0
2010-07-09,USW00014764,"PORTLAND JETPORT, ME US",43.64222,-70.30444,0.0,17.0,25.9
2010-07-10,USW00014764,"PORTLAND JETPORT, ME US",43.64222,-70.30444,0.4,16.1,
2010-07-11,USW00014764,"PORTLAND JETPORT, ME US",43.64222,-70.30444,0.0,11.0,
2010-07-12,USW00014764,"PORTLAND JETPORT, ME US",43.64222,-70.30444,0.0,15.0,19.9
2010-07-13,USW00014764,"PORTLAND JETPORT, ME US",43.64222,-70.30444,0.02,14.1,19.9
2010-07-14,USW00014764,"PORTLAND JETPORT, ME US",43.64222,-70.30444,2.26,11.0,
2010-07-15,USW00014764,"PORTLAND JETPORT, ME US",43.64222,-70.30444,0.0,13.0,15.0
2010-07-16,USW00014764,"PORTLAND JETPORT, ME US",43.64222,-70.30444,0.0,14.1,17.9
2010-07-17,USW00014764,"PORTLAND JETPORT, ME US",43.64222,-70.30444,0.0,16.1,21.9
2010-07-18,USW00014764,"PORTLAND JETPORT, ME US",43.64222,-70.30444,0.0,17.9,23.9
2010-07-19,USW00014764,"PORTLAND JETPORT, ME US",43.64222,-70.30444,0.0,15.0,21.0
2010-07-20,USW00014764,"PORTLAND JETPORT, ME US",43.64222,-70.30444,0.0,6.0,
2010-07-21,USW00014764,"PORTLAND JETPORT, ME US",43.64222,-70.30444,0.96,29.1,38.9
2010-07-22,USW00014764,"PORTLAND JETPORT, ME US",43.64222,-70.30444,0.0,21.0,31.1
2010-07-23,USW00014764,"PORTLAND JETPORT, ME US",43.64222,-70.30444,0.0,14.1,23.0
2010-07-24,USW00014764,"PORTLAND JETPORT, ME US",43.64222,-70.30444,0.0,11.0,
2010-07-25,USW00014764,"PORTLAND JETPORT, ME US",43.64222,-70.30444,0.3,14.1,19.9
2010-07-26,USW00014764,"PORTLAND JETPORT, ME US",43.64222,-70.30444,0.0,21.0,38.9
2010-07-27,USW00014764,"PORTLAND JETPORT, ME US",43.64222,-70.30444,0.0,16.1,
2010-07-28,USW00014764,"PORTLAND JETPORT, ME US",43.64222,-70.30444,0.0,17.0,23.9
2010-07-29,USW00014764,"PORTLAND JETPORT, ME US",43.64222,-70.30444,0.04,21.9,32.0
2010-07-30,USW00014764,"PORTLAND JETPORT, ME US",43.64222,-70.30444,0.0,16.1,31.1
2010-07-31,USW00014764,"PORTLAND JETPORT, ME US",43.64222,-70.30444,0.0,12.1,
2010-08-01,USW00014764,"PORTLAND JETPORT, ME US",43.64222,-70.30444,0.0,10.1,
2010-08-02,USW00014764,"PORTLAND JETPORT, ME US",43.64222,-70.30444,0.0,11.0,21.0
2010-08-03,USW00014764,"PORTLAND JETPORT, ME US",43.64222,-70.30444,0.0,8.1,
2010-08-04,USW00014764,"PORTLAND JETPORT, ME US",43.64222,-70.30444,0.0,17.0,23.9
2010-08-05,USW00014764,"PORTLAND JETPORT, ME US",43.64222,-70.30444,0.06,14.1,23.9
2010-08-06,USW00014764,"PORTLAND JETPORT, ME US",43.64222,-70.30444,0.0,28.0,34.9
2010-08-07,USW00014764,"PORTLAND JETPORT, ME US",43.64222,-70.30444,0.0,13.0,19.9
2010-08-08,USW00014764,"PORTLAND JETPORT, ME US",43.64222,-70.30444,0.0,14.1,19.9
2010-08-09,USW00014764,"PORTLAND JETPORT, ME US",43.64222,-70.30444,0.0,17.0,23.9
2010-08-10,USW00014764,"PORTLAND JETPORT, ME US",43.64222,-70.30444,0.0,14.1,17.9
2010-08-11,USW00014764,"PORTLAND JETPORT, ME US",43.64222,-70.30444,0.0,10.1,
2010-08-12,USW00014764,"PORTLAND JETPORT, ME US",43.64222,-70.30444,0.0,15.0,
2010-08-13,USW00014764,"PORTLAND JETPORT, ME US",43.64222,-70.30444,0.0,10.1,
2010-08-14,USW00014764,"PORTLAND JETPORT, ME US",43.64222,-70.30444,0.0,11.0,
2010-08-15,USW00014764,"PORTLAND JETPORT, ME US",43.64222,-70.30444,0.0,19.9,28.0
2010-08-16,USW00014764,"PORTLAND JETPORT, ME US",43.64222,-70.30444,0.15,14.1,21.0
2010-08-17,USW00014764,"PORTLAND JETPORT, ME US",43.64222,-70.30444,0.0,11.0,19.9
2010-08-18,USW00014764,"PORTLAND JETPORT, ME US",43.64222,-70.30444,0.0,16.1,21.9
2010-08-19,USW00014764,"PORTLAND JETPORT, ME US",43.64222,-70.30444,0.0,11.0,
2010-08-20,USW00014764,"PORTLAND JETPORT, ME US",43.64222,-70.30444,0.0,16.1,25.1
2010-08-21,USW00014764,"PORTLAND JETPORT, ME US",43.64222,-70.30444,0.0,11.0,
2010-08-22,USW00014764,"PORTLAND JETPORT, ME US",43.64222,-70.30444,0.03,10.1,
2010-08-23,USW00014764,"PORTLAND JETPORT, ME US",43.64222,-70.30444,0.07,15.0,21.0
2010-08-24,USW00014764,"PORTLAND JETPORT, ME US",43.64222,-70.30444,0.0,19.9,23.9
2010-08-25,USW00014764,"PORTLAND JETPORT, ME US",43.64222,-70.30444,2.64,21.9,29.1
2010-08-26,USW00014764,"PORTLAND JETPORT, ME US",43.64222,-70.30444,0.0,14.1,19.9
2010-08-27,USW00014764,"PORTLAND JETPORT, ME US",43.64222,-70.30444,0.0,10.1,
2010-08-28,USW00014764,"PORTLAND JETPORT, ME US",43.64222,-70.30444,0.0,8.1,21.9
2010-08-29,USW00014764,"PORTLAND JETPORT, ME US",43.64222,-70.30444,0.0,15.0,25.1
2010-08-30,USW00014764,"PORTLAND JETPORT, ME US",43.64222,-70.30444,0.0,14.1,
2010-08-31,USW00014764,"PORTLAND JETPORT, ME US",43.64222,-70.30444,0.0,13.0,19.9
2010-09-01,USW00014764,"PORTLAND JETPORT, ME US",43.64222,-70.30444,0.0,15.0,
2010-09-02,USW00014764,"PORTLAND JETPORT, ME US",43.64222,-70.30444,0.0,16.1,23.9
2010-09-03,USW00014764,"PORTLAND JETPORT, ME US",43.64222,-70.30444,0.26,15.0,21.9
2010-09-04,USW00014764,"PORTLAND JETPORT, ME US",43.64222,-70.30444,0.87,19.9,33.1
2010-09-05,USW00014764,"PORTLAND JETPORT, ME US",43.64222,-70.30444,0.0,23.0,29.1
2010-09-06,USW00014764,"PORTLAND JETPORT, ME US",43.64222,-70.30444,0.0,21.9,31.1
2010-09-07,USW00014764,"PORTLAND JETPORT, ME US",43.64222,-70.30444,0.0,10.1,
2010-09-08,USW00014764,"PORTLAND JETPORT, ME US",43.64222,-70.30444,0.08,23.0,29.1
2010-09-09,USW00014764,"PORTLAND JETPORT, ME US",43.64222,-70.30444,0.13,21.0,25.1
2010-09-10,USW00014764,"PORTLAND JETPORT, ME US",43.64222,-70.30444,0.0,17.9,23.9
2010-09-11,USW00014764,"PORTLAND JETPORT, ME US",43.64222,-70.30444,0.0,17.0,21.0
2010-09-12,USW00014764,"PORTLAND JETPORT, ME US",43.64222,-70.30444,0.0,17.0,21.9
2010-09-13,USW00014764,"PORTLAND JETPORT, ME US",43.64222,-70.30444,0.01,8.1,
2010-09-14,USW00014764,"PORTLAND JETPORT, ME US",43.64222,-70.30444,0.0,11.0,17.0
2010-09-15,USW00014764,"PORTLAND JETPORT, ME US",43.64222,-70.30444,0.0,23.0,29.1
2010-09-16,USW00014764,"PORTLAND JETPORT, ME US",43.64222,-70.30444,0.29,16.1,25.1
2010-09-17,USW00014764,"PORTLAND JETPORT, ME US",43.64222,-70.30444,0.04,17.0,17.0
2010-09-18,USW00014764,"PORTLAND JETPORT, ME US",43.64222,-70.30444,0.0,8.1,
2010-09-19,USW00014764,"PORTLAND JETPORT, ME US",43.64222,-70.30444,0.0,8.9,
2010-09-20,USW00014764,"PORTLAND JETPORT, ME US",43.64222,-70.30444,0.0,23.0,28.0
