"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","AWND","FMTM","PGTM","PRCP","SNOW","WDF2","WDF5","WSF2","WSF5"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2011-03-22","12.75"," 0931"," 0922","0.00","0.0","  340","  330","23.9","32.0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2011-03-23","7.83"," 1752"," 0246","0.00","0.0","  100","  320","14.1","17.9"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2011-03-24","10.51"," 1259"," 1256","0.01","0.2","   20","   20","21.0","25.9"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2011-03-25","12.08"," 1837"," 1829","0.00","0.0","  290","  290","19.9","30.0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2011-03-26","15.43"," 1703"," 1702","0.00","0.0","  290","  290","25.1","34.9"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2011-03-27","16.11"," 2330"," 2330","0.00","0.0","  300","  300","25.1","34.9"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2011-03-28","16.33"," 1305"," 0925","0.00","0.0","  290","  290","23.0","32.0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2011-03-29","12.30"," 1758"," 1758","0.00","0.0","  300","  290","21.0","25.9"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2011-03-30","10.51"," 1613"," 1608","0.00","0.0","  110","  120","19.9","23.0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2011-03-31","8.28"," 2312"," 1628","0.35","0.6","   50","  110","17.9","23.0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2011-04-01","15.21"," 0635"," 0932","0.45","0.9","   20","   10","28.0","36.9"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2011-04-02","15.21"," 1517"," 1517","0.00","0.0","  270","  260","25.9","36.0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2011-04-03","13.87"," 1448"," 1348","0.00","0.0","  300","  300","28.0","38.0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2011-04-04","6.71"," 1011"," 1011","0.38","0.0","  170","  160","21.0","23.9"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2011-04-05","17.22"," 0933"," 0933","0.07","0.0","  210","  210","34.9","42.9"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2011-04-06","15.21"," 1312"," 0027","0.00","0.0","  280","  270","25.9","34.9"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2011-04-07","8.05"," 1536"," 1535","0.00","0.0","  120","  130","16.1","17.9"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2011-04-08","8.72"," 1434"," 1432","0.00","0.0","  120","  120","17.9","21.9"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2011-04-09","10.07"," 1705"," 1758","0.00","0.0","  200","  200","21.0","23.9"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2011-04-10","10.51"," 1741"," 1636","0.04","0.0","  170","  170","21.9","28.0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2011-04-11","13.42"," 1259"," 1314","0.01","0.0","  210","  220","23.9","29.1"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2011-04-12","10.51"," 0348"," 0448","0.08","0.0","  290","  280","25.9","36.0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2011-04-13","13.42"," 1042"," 1042","1.33","0.0","  120","  130","25.1","30.0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2011-04-14","11.41"," 0835"," 0825","0.02","0.0","  320","  310","23.0","30.0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2011-04-15","12.08"," 1737"," 1353","0.00","0.0","  120","  110","17.9","23.0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2011-04-16","19.01"," 2109"," 2125","0.07","0.0","  130","  120","29.1","36.0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2011-04-17","17.45"," 0312"," 1515","0.96","0.0","  130","  270","30.0","36.0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2011-04-18","14.54"," 0455"," 0455","0.00","0.0","  260","  260","25.9","34.9"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2011-04-19","6.49"," 0842"," 0848","0.15","0.0","  360","  360","14.1","17.0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2011-04-20","9.17"," 0826"," 0825","0.00","0.0","   80","   90","17.9","23.9"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2011-04-21","17.67"," 1401"," 1402","0.00","0.0","  280","  280","36.0","46.1"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2011-04-22","10.07"," 1156"," 0048","0.00","0.0","   90","  310","16.1","21.9"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2011-04-23","10.51"," 0856"," 0521","0.40","0.0","  130","  180","21.0","25.1"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2011-04-24","8.95"," 1314"," 1349","0.03","0.0","  280","  280","21.9","28.0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2011-04-25","5.82"," 1929"," 1928","0.01","0.0","   90","   90","12.1","14.1"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2011-04-26","7.38"," 1405"," 1336","0.00","0.0","  100","  100","17.9","21.9"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2011-04-27","9.40"," 1506"," 1510","0.00","0.0","  190","  200","23.0","25.9"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2011-04-28","18.34"," 1313"," 1313","0.03","0.0","  200","  190","33.1","40.9"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2011-04-29","10.96"," 1453"," 1454","0.00","0.0","  230","  220","23.9","30.0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2011-04-30","8.72"," 0131"," 0536","0.00","0.0","  330","  330","17.0","23.0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2011-05-01","10.74"," 1035"," 1232","0.00","0.0","   70","   80","21.0","23.9"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2011-05-02","9.40"," 1430"," 1438","0.00","0.0","  110","  110","21.9","25.1"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2011-05-03","10.07"," 1656"," 1532","0.00","0.0","  170","  180","19.9","25.1"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2011-05-04","10.29"," 2153"," 2157","0.37","0.0","  320","  330","19.9","25.1"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2011-05-05","13.42"," 1604"," 1855","0.01","0.0","  280","  290","25.9","33.1"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2011-05-06","15.21"," 1600"," 1644","0.00","0.0","  200","  190","25.9","33.1"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2011-05-07","8.05"," 1521"," 1520","0.36","0.0","  120","  110","29.1","38.9"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2011-05-08","7.61"," 1017"," 1049","0.00","0.0","   70","   60","21.0","23.9"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2011-05-09","16.11"," 2358"," 2357","0.00","0.0","   40","   40","34.9","44.1"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2011-05-10","18.79"," 0023"," 0020","0.00","0.0","   30","   30","34.9","47.0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2011-05-11","15.88"," 1439"," 1438","0.01","0.0","   30","   30","25.9","34.9"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2011-05-12","10.29"," 1323"," 0913","0.00","0.0","   50","   40","16.1","23.0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2011-05-13","7.61"," 1230"," 1233","0.00","0.0","   90","   90","16.1","19.9"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2011-05-14","7.38"," 2010"," 1520","0.01","0.0","  190","   90","13.0","15.0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2011-05-15","8.72"," 1809"," 1808","1.07","0.0","   30","   30","17.9","21.9"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2011-05-16","14.32"," 0924"," 0948","0.38","0.0","   30","   40","23.0","25.9"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2011-05-17","12.97"," 1433"," 1432","0.18","0.0","   30","   30","19.9","25.1"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2011-05-18","12.08"," 1116"," 1117","0.05","0.0","   40","   50","21.0","23.9"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2011-05-19","7.61"," 1622"," 1401","0.50","0.0","  100","   90","14.1","17.0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2011-05-20","5.14"," 1627"," 1624","0.01","0.0","  100","  100","15.0","17.9"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2011-05-21","7.38"," 2356"," 2020","0.00","0.0","   60","   50","17.9","23.9"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2011-05-22","8.72"," 0039"," 0038","0.00","0.0","   50","   40","17.9","23.0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2011-05-23","10.29"," 2341"," 2340","0.11","0.0","  200","  200","17.9","25.1"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2011-05-24","11.18"," 0140"," 0407","0.17","0.0","  190","  210","23.0","31.1"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2011-05-25","10.51"," 1518"," 1518","0.00","0.0","  110","  110","17.9","21.9"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2011-05-26","10.29"," 1716"," 1744","0.00","0.0","  190","  200","21.9","28.0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2011-05-27","8.95"," 1635"," 1635","0.00","0.0","  190","  200","17.9","25.1"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2011-05-28","8.05"," 1127"," 1111","0.00","0.0","   70","   90","17.0","21.0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2011-05-29","11.63"," 1520"," 1722","0.00","0.0","  230","  230","23.0","28.0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2011-05-30","8.28"," 0008"," 0138","0.00","0.0","  230","  220","16.1","19.9"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2011-05-31","8.05"," 1717"," 2335","0.00","0.0","  110","  220","14.1","15.0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2011-06-01","14.32"," 2037"," 2036","0.56","0.0","  230","  240","30.0","38.0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2011-06-02","17.22"," 1417"," 1419","0.00","0.0","  290","  320","30.0","38.9"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2011-06-03","14.09"," 1024"," 0743","0.00","0.0","  330","  350","25.1","32.0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2011-06-04","9.40"," 1203"," 1203","0.00","0.0","  100","   90","17.9","21.9"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2011-06-05","7.38"," 1323"," 1330","0.00","0.0","  100","  110","17.0","21.0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2011-06-06","5.82"," 1305"," 0947","0.00","0.0","  110","  100","13.0","16.1"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2011-06-07","6.71"," 1218"," 1217","0.00","0.0","   90","   90","17.0","21.0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2011-06-08","6.04"," 2210"," 2154","0.00","0.0","  240","  240","19.9","25.1"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2011-06-09","12.53"," 1619"," 1618","0.51","0.0","  300","  300","32.0","44.1"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2011-06-10","9.17"," 1120"," 1419","0.00","0.0","   90","  100","17.0","21.0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2011-06-11","9.84"," 0408"," 0406","0.71","0.0","  100","  100","17.9","23.0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2011-06-12","12.53"," 1022"," 1021","0.33","0.0","   30","   40","17.9","23.0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2011-06-13","6.04"," 1604"," 1631","0.05","0.0","  100","   90","15.0","19.9"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2011-06-14","10.29"," 0850"," 0849","0.04","0.0","   30","   20","17.0","21.0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2011-06-15","10.07"," 0955"," 0928","0.00","0.0","   40","   20","19.9","25.9"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2011-06-16","10.51"," 1755"," 1820","0.00","0.0","  240","  260","17.0","23.0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2011-06-17","11.41"," 0902"," 0859","0.04","0.0","  230","  230","23.0","30.0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2011-06-18","7.61"," 1423"," 1421","0.07","0.0","  290","  290","17.9","23.0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2011-06-19","11.41"," 1014"," 1335","0.00","0.0","  320","  310","17.9","28.0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2011-06-20","6.04"," 1459"," 1325","0.00","0.0","   90","  300","14.1","19.9"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2011-06-21","8.95"," 1614"," 1550","0.00","0.0","  110","  160","16.1","21.0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2011-06-22","7.61"," 2150"," 2149","1.82","0.0","   90","   90","19.9","25.9"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2011-06-23","14.32"," 0119"," 0120","0.17","0.0","  100","  100","23.0","28.0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2011-06-24","10.51"," 1501"," 1539","0.01","0.0","   60","   70","16.1","19.9"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2011-06-25","7.38"," 1518",,"0.27","0.0","  140",,"10.1",
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2011-06-26","5.37"," 1417"," 1413","0.00","0.0","  120","  110","15.0","17.0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2011-06-27","9.17"," 1746"," 1744","0.00","0.0","  100","  130","15.0","31.1"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2011-06-28","8.28"," 1318"," 1331","0.00","0.0","  110","  110","19.9","21.9"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2011-06-29","10.51"," 1724"," 1827","0.18","0.0","  280","  290","21.9","29.1"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2011-06-30","12.08"," 1059"," 1316","0.00","0.0","  300","  270","16.1","23.9"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2011-07-01","7.16"," 1509"," 1506","0.00","0.0","  120","  110","16.1","17.9"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2011-07-02","8.05"," 1638"," 1902","0.00","0.0","  110","  200","15.0","17.0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2011-07-03","8.28"," 1340"," 0416","0.03","0.0","  180","  320","16.1","21.0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2011-07-04","7.38"," 1600"," 1704","0.00","0.0","  230","  220","19.9","25.1"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2011-07-05","6.71"," 1429"," 1427","0.00","0.0","  120","  110","16.1","21.0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2011-07-06","10.96"," 2020"," 1649","0.00","0.0","  310","  260","21.9","30.0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2011-07-07","8.05"," 0725"," 0724","0.00","0.0","  320","  310","17.0","21.9"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2011-07-08","6.26"," 2140"," 0629","0.29","0.0","  160","  270","13.0","21.0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2011-07-09","10.51"," 1536"," 1004","0.12","0.0","  330","  310","21.0","31.1"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2011-07-10","8.50"," 1627"," 1557","0.00","0.0","  240","  280","17.0","25.9"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2011-07-11","10.96"," 1642"," 1620","0.00","0.0","  190","  180","17.9","25.1"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2011-07-12","12.75"," 1556"," 1825","0.00","0.0","  270","  290","17.9","25.1"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2011-07-13","9.84"," 2117"," 2117","0.45","0.0","   30","   30","17.9","23.0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2011-07-14","9.84"," 0417"," 0508","0.72","0.0","   20","   30","19.9","23.0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2011-07-15","8.28"," 1301"," 1236","0.00","0.0","  100","   90","17.9","23.0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2011-07-16","9.17"," 1453"," 1450","0.00","0.0","  110","  120","17.0","21.0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2011-07-17","13.42"," 1146"," 1912","0.00","0.0","  240","  250","23.9","32.0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2011-07-18","11.86"," 1132"," 1657","0.00","0.0","  300","  270","21.9","31.1"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2011-07-19","6.93"," 1412"," 1143","0.00","0.0","  110","  330","15.0","19.9"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2011-07-20","10.07"," 1753"," 1752","0.00","0.0","  230","  220","23.9","32.0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2011-07-21","17.45"," 1331"," 1541","0.00","0.0","  220","  230","31.1","38.0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2011-07-22","11.63"," 1532"," 1536","0.00","0.0","  250","  280","19.9","25.1"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2011-07-23","8.05"," 0611"," 1754","0.11","0.0","  300","  250","17.9","25.1"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2011-07-24","7.83"," 0611"," 0612","0.02","0.0","  300","  300","16.1","23.0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2011-07-25","6.93"," 1916"," 1032","0.15","0.0","  120","  100","14.1","19.9"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2011-07-26","8.50"," 1832"," 1830","0.01","0.0","  230","  240","21.0","29.1"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2011-07-27","7.38"," 1647"," 1211","0.00","0.0","  350","  330","13.0","17.9"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2011-07-28","8.95"," 2211"," 1533","0.00","0.0","  190","  110","16.1","21.0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2011-07-29","8.50"," 1539"," 1720","0.14","0.0","  200","  190","17.9","23.0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2011-07-30","12.08"," 0838"," 1525","0.00","0.0","  320","  350","21.9","31.1"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2011-07-31","8.50"," 1609"," 1151","0.00","0.0","  110","  320","15.0","21.0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2011-08-01","8.05"," 1633"," 1644","0.00","0.0","  240","  260","17.0","23.0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2011-08-02","9.62"," 1544"," 1543","0.60","0.0","  350","   10","21.9","28.0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2011-08-03","6.71"," 1220"," 1509","0.00","0.0","  100","  120","13.0","15.0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2011-08-04","7.38"," 1339"," 1335","0.00","0.0","   80","   90","17.9","21.9"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2011-08-05","8.95"," 1659"," 1654","0.00","0.0","  110","  110","17.0","21.0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2011-08-06","9.62"," 1702"," 2112","0.00","0.0","  230","  250","21.9","36.9"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2011-08-07","9.17"," 1041"," 0901","1.06","0.0","  200","  180","21.9","28.0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2011-08-08","4.47"," 1619",,"0.29","0.0","   40",,"8.9",
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2011-08-09","11.18"," 2359"," 2352","1.21","0.0","  110","  120","23.9","29.1"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2011-08-10","8.72"," 2359"," 0011","0.73","0.0","  110","  110","23.9","29.1"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2011-08-11","10.74"," 1310"," 1156","0.00","0.0","  230","  230","21.9","38.0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2011-08-12","6.71"," 1719"," 1718","0.00","0.0","  280","  290","15.0","19.9"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2011-08-13","6.49"," 1242"," 1658","0.00","0.0","  120","  250","14.1","19.9"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2011-08-14","6.71"," 1315"," 1132","0.02","0.0","  180","  200","14.1","17.0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2011-08-15","14.09"," 1755"," 1754","1.43","0.0","   40","   40","30.0","38.0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2011-08-16","7.61"," 0003"," 0002","0.01","0.0","  340","  330","15.0","21.0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2011-08-17","7.16"," 1348"," 2246","0.00","0.0","  120","  230","14.1","16.1"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2011-08-18","11.41"," 1333"," 1304","0.00","0.0","  220","  230","21.0","28.0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2011-08-19","8.72"," 1425"," 1425","0.03","0.0","  240","  240","32.0","40.9"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2011-08-20","9.17"," 1529"," 1528","0.00","0.0","  200","  200","17.0","21.0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2011-08-21","11.63"," 1836"," 1822","0.00","0.0","  190","  190","23.9","31.1"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2011-08-22","12.75"," 0846"," 1315","0.59","0.0","  280","  340","23.9","32.0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2011-08-23","8.95"," 1604"," 1738","0.00","0.0","  250","  280","16.1","21.9"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2011-08-24","12.53"," 1730"," 1808","0.00","0.0","  190","  200","23.9","29.1"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2011-08-25","14.76"," 1344"," 1352","0.06","0.0","  220","  230","28.0","34.9"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2011-08-26","7.61"," 0001"," 0001","0.03","0.0","  250","  240","21.9","28.0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2011-08-27","5.82"," 1942"," 1941","0.77","0.0","  130","  130","19.9","31.1"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2011-08-28","27.07"," 1215"," 1110","0.91","0.0","  170","  150","46.1","63.1"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2011-08-29","9.62"," 0020"," 0019","0.00","0.0","  260","  250","28.0","36.9"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2011-08-30","6.93"," 1436"," 1615","0.00","0.0","  110","  120","14.1","16.1"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2011-08-31","6.04"," 1243"," 1252","0.00","0.0","  100","  110","15.0","17.0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2011-09-01","6.71"," 1521"," 1643","0.00","0.0","   80","   60","14.1","16.1"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2011-09-02","6.71"," 1236"," 1235","0.00","0.0","  100","  100","13.0","15.0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2011-09-03","9.84"," 1248"," 0945","0.00","0.0","  220","  260","17.0","23.0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2011-09-04","11.63"," 1243"," 1647","0.00","0.0","  230","  170","21.0","25.1"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2011-09-05","13.65"," 1400"," 1353","0.00","0.0","  210","  200","23.0","30.0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2011-09-06","8.72"," 0235"," 0411","0.68","0.0","   20","   30","25.1","30.0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2011-09-07","12.97"," 1324"," 1323","0.30","0.0","   50","   50","19.9","25.1"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2011-09-08","6.26"," 0944"," 0944","1.17","0.0","  110","  110","16.1","21.0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2011-09-09","8.28"," 1648"," 1535","0.00","0.0","  270","  320","16.1","21.0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2011-09-10","8.50"," 1725"," 0827","0.00","0.0","  100","   40","15.0","17.9"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2011-09-11","8.05"," 1518"," 1900","0.00","0.0","  110","  190","17.9","21.0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2011-09-12","9.62"," 1519"," 1250","0.00","0.0","  240","  230","16.1","25.1"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2011-09-13","10.29"," 1721"," 1646","0.00","0.0","  220","  210","21.9","32.0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2011-09-14","8.95"," 1620"," 1619","0.08","0.0","  230","  230","23.9","29.1"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2011-09-15","10.51"," 2312"," 2340","0.03","0.0","  330","  320","25.9","36.0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2011-09-16","11.41"," 0206"," 0206","0.00","0.0","  310","  320","21.0","29.1"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2011-09-17","6.93"," 1217"," 1210","0.00","0.0","  100","  100","13.0","16.1"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2011-09-18","9.40"," 1600"," 1708","0.00","0.0","   70","   60","16.1","19.9"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2011-09-19","9.17"," 1334"," 0936","0.00","0.0","   90","   60","14.1","17.9"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2011-09-20","8.72"," 1706"," 1657","0.13","0.0","  240","  250","14.1","17.9"
