"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","AWND","FMTM","PGTM","PRCP","SNOW","SNWD","WDF2","WDF5","WSF2","WSF5"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2010-04-29","8.95"," 1554"," 1558","0.00","0.0","0.0","  270","  260","21.0","33.1"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2010-04-30","5.14"," 1333"," 1332","0.00","0.0","0.0","  220","  200","12.1","16.1"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2010-05-01","4.03"," 1555"," 1830","0.00","0.0","0.0","  140","  170","13.0","19.9"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2010-05-02","5.14"," 1549"," 1513","0.00","0.0","0.0","  240","  220","13.0","17.9"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2010-05-03","4.92"," 1435"," 1434","1.29","0.0","0.0","  270","  270","21.0","33.1"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2010-05-04","5.14"," 1507"," 1541","0.00","0.0","0.0","  280","  280","21.9","30.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2010-05-05","5.14"," 1446"," 1454","0.00","0.0","0.0","  160","  160","14.1","21.9"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2010-05-06","7.38"," 1649"," 1648","0.00","0.0","0.0","  260","  290","19.9","29.1"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2010-05-07","4.92"," 1620"," 1525","0.00","0.0","0.0","  160","  160","12.1","17.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2010-05-08","10.07"," 1652"," 2009","0.04","0.0","0.0","  260","  280","25.1","40.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2010-05-09","11.41"," 0625"," 0625","0.00","0.0","0.0","  270","  280","25.1","40.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2010-05-10","8.05"," 1414"," 1413","0.00","0.0","0.0","  290","  310","17.9","28.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2010-05-11","3.36"," 0931"," 0929","0.03","0.0","0.0","   50","   60","14.1","17.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2010-05-12","6.93"," 1631"," 0516","0.43","0.0","0.0","   60","  140","13.0","19.9"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2010-05-13","4.92"," 2213"," 2212","0.00","0.0","0.0","  220","  200","14.1","19.9"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2010-05-14","6.49"," 0128"," 0100","0.04","0.0","0.0","  220","  190","16.1","21.9"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2010-05-15","7.38"," 0819"," 0818","0.00","0.0","0.0","  290","  300","17.0","25.9"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2010-05-16","4.25"," 1126"," 1114","0.00","0.0","0.0","   50","   20","14.1","19.9"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2010-05-17","2.91"," 2331"," 2301","0.00","0.0","0.0","  230","  240","10.1","16.1"
