"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","AWND","DAPR","MDPR","PRCP","WDF2","WDF5","WSF2","WSF5"
"USW00013724","ATLANTIC CITY MARINA, NJ US","39.37778","-74.42361","3.0","2013-02-26","12.75",,,"0.88","   80","   80","23.0","35.1"
"USW00013724","ATLANTIC CITY MARINA, NJ US","39.37778","-74.42361","3.0","2013-02-27","8.50",,,"0.33","   80","   80","19.9","35.1"
"USW00013724","ATLANTIC CITY MARINA, NJ US","39.37778","-74.42361","3.0","2013-02-28","5.82",,,"0.04","  290","  290","10.1","23.0"
"USW00013724","ATLANTIC CITY MARINA, NJ US","39.37778","-74.42361","3.0","2013-03-01","7.38",,,"0.00","  330","  330","12.1","23.9"
"USW00013724","ATLANTIC CITY MARINA, NJ US","39.37778","-74.42361","3.0","2013-03-02","7.83",,,"0.00","  290","  330","10.1","21.0"
"USW00013724","ATLANTIC CITY MARINA, NJ US","39.37778","-74.42361","3.0","2013-03-03","8.72",,,"0.00","  320","  320","13.0","27.1"
"USW00013724","ATLANTIC CITY MARINA, NJ US","39.37778","-74.42361","3.0","2013-03-04","8.95",,,"0.00","  290","  320","14.1","31.1"
"USW00013724","ATLANTIC CITY MARINA, NJ US","39.37778","-74.42361","3.0","2013-03-05","6.26",,,"0.00","  120","  120","14.1","21.0"
"USW00013724","ATLANTIC CITY MARINA, NJ US","39.37778","-74.42361","3.0","2013-03-06","25.95",,,"2.38","   40","   40","34.0","53.0"
"USW00013724","ATLANTIC CITY MARINA, NJ US","39.37778","-74.42361","3.0","2013-03-07","9.62",,,"0.19","  340","   40","13.0","30.0"
"USW00013724","ATLANTIC CITY MARINA, NJ US","39.37778","-74.42361","3.0","2013-03-08","13.20",,,"0.01","  320","  320","18.1","34.0"
"USW00013724","ATLANTIC CITY MARINA, NJ US","39.37778","-74.42361","3.0","2013-03-09","6.71",,,"0.00","  330","  340","12.1","27.1"
"USW00013724","ATLANTIC CITY MARINA, NJ US","39.37778","-74.42361","3.0","2013-03-10","6.49",,,"0.00","   90","  100","11.0","17.0"
"USW00013724","ATLANTIC CITY MARINA, NJ US","39.37778","-74.42361","3.0","2013-03-11","8.50",,,"0.00","  170","  170","18.1","31.1"
"USW00013724","ATLANTIC CITY MARINA, NJ US","39.37778","-74.42361","3.0","2013-03-12","15.21",,,"0.51","  170","  170","23.0","36.9"
"USW00013724","ATLANTIC CITY MARINA, NJ US","39.37778","-74.42361","3.0","2013-03-13","6.71",,,"0.08","  290","  290","12.1","29.1"
"USW00013724","ATLANTIC CITY MARINA, NJ US","39.37778","-74.42361","3.0","2013-03-14","10.07",,,"0.00","  290","  310","15.0","34.0"
"USW00013724","ATLANTIC CITY MARINA, NJ US","39.37778","-74.42361","3.0","2013-03-15","11.18",,,"0.00","  260","  270","19.0","34.0"
"USW00013724","ATLANTIC CITY MARINA, NJ US","39.37778","-74.42361","3.0","2013-03-16","8.95",,,"0.07","   80","   80","16.1","25.1"
"USW00013724","ATLANTIC CITY MARINA, NJ US","39.37778","-74.42361","3.0","2013-03-17","5.37",,,"0.00","  330","   30","8.9","19.0"
"USW00013724","ATLANTIC CITY MARINA, NJ US","39.37778","-74.42361","3.0","2013-03-18","14.32",,,"1.01","  100","  100","21.0","28.0"
"USW00013724","ATLANTIC CITY MARINA, NJ US","39.37778","-74.42361","3.0","2013-03-19","6.04",,,"0.28","  330","  330","10.1","25.1"
"USW00013724","ATLANTIC CITY MARINA, NJ US","39.37778","-74.42361","3.0","2013-03-20","10.74",,,"0.00","  270","  290","19.9","33.1"
"USW00013724","ATLANTIC CITY MARINA, NJ US","39.37778","-74.42361","3.0","2013-03-21","6.71",,,"0.01","  290","  290","11.0","25.1"
"USW00013724","ATLANTIC CITY MARINA, NJ US","39.37778","-74.42361","3.0","2013-03-22","9.62",,,"0.00","  290","  290","13.0","31.1"
"USW00013724","ATLANTIC CITY MARINA, NJ US","39.37778","-74.42361","3.0","2013-03-23","8.28",,,"0.00","  300","  290","12.1","28.0"
"USW00013724","ATLANTIC CITY MARINA, NJ US","39.37778","-74.42361","3.0","2013-03-24","6.71",,,"0.00","  110","   90","13.0","18.1"
"USW00013724","ATLANTIC CITY MARINA, NJ US","39.37778","-74.42361","3.0","2013-03-25","13.42",,,"1.10","   40","   50","21.9","34.0"
"USW00013724","ATLANTIC CITY MARINA, NJ US","39.37778","-74.42361","3.0","2013-03-26","6.04",,,"0.00","  270","  320","8.9","19.0"
"USW00013724","ATLANTIC CITY MARINA, NJ US","39.37778","-74.42361","3.0","2013-03-27","6.26",,,"0.00","  330","  300","11.0","27.1"
"USW00013724","ATLANTIC CITY MARINA, NJ US","39.37778","-74.42361","3.0","2013-03-28","7.38",,,"0.00","  320","  320","11.0","21.9"
"USW00013724","ATLANTIC CITY MARINA, NJ US","39.37778","-74.42361","3.0","2013-03-29","5.82",,,"0.00","  270","  200","11.0","21.0"
"USW00013724","ATLANTIC CITY MARINA, NJ US","39.37778","-74.42361","3.0","2013-03-30","6.49",,,"0.00","  230","  230","12.1","19.0"
"USW00013724","ATLANTIC CITY MARINA, NJ US","39.37778","-74.42361","3.0","2013-03-31","10.29",,,"0.19","  150","  140","16.1","27.1"
"USW00013724","ATLANTIC CITY MARINA, NJ US","39.37778","-74.42361","3.0","2013-04-01","9.40",,,"0.00","  220","  310","16.1","29.1"
"USW00013724","ATLANTIC CITY MARINA, NJ US","39.37778","-74.42361","3.0","2013-04-02","8.50",,,"0.00","  290","  300","15.0","36.9"
"USW00013724","ATLANTIC CITY MARINA, NJ US","39.37778","-74.42361","3.0","2013-04-03","8.50",,,"0.00","  320","  290","12.1","30.0"
"USW00013724","ATLANTIC CITY MARINA, NJ US","39.37778","-74.42361","3.0","2013-04-04","8.05",,,"0.01","  220","  230","15.0","25.1"
"USW00013724","ATLANTIC CITY MARINA, NJ US","39.37778","-74.42361","3.0","2013-04-05","5.82",,,"0.94","  200","  230","10.1","25.1"
"USW00013724","ATLANTIC CITY MARINA, NJ US","39.37778","-74.42361","3.0","2013-04-06","8.05",,,"0.00","  120","  330","12.1","21.0"
"USW00013724","ATLANTIC CITY MARINA, NJ US","39.37778","-74.42361","3.0","2013-04-07","10.74",,,"0.00","  220","  180","17.0","35.1"
"USW00013724","ATLANTIC CITY MARINA, NJ US","39.37778","-74.42361","3.0","2013-04-08","9.84",,,"0.00","  230","  230","16.1","29.1"
"USW00013724","ATLANTIC CITY MARINA, NJ US","39.37778","-74.42361","3.0","2013-04-09","10.29",,,"0.00","  230","  230","19.0","29.1"
"USW00013724","ATLANTIC CITY MARINA, NJ US","39.37778","-74.42361","3.0","2013-04-10","9.40",,,"0.07","  240","   70","17.0","29.1"
"USW00013724","ATLANTIC CITY MARINA, NJ US","39.37778","-74.42361","3.0","2013-04-11","12.53",,,"0.01","  100","   80","19.9","28.0"
"USW00013724","ATLANTIC CITY MARINA, NJ US","39.37778","-74.42361","3.0","2013-04-12","11.18",,,"0.21","   70","   70","15.0","28.0"
"USW00013724","ATLANTIC CITY MARINA, NJ US","39.37778","-74.42361","3.0","2013-04-13","8.05",,,"0.00","  230","  230","14.1","21.9"
"USW00013724","ATLANTIC CITY MARINA, NJ US","39.37778","-74.42361","3.0","2013-04-14","6.93",,,"0.00","  290","  300","14.1","36.0"
"USW00013724","ATLANTIC CITY MARINA, NJ US","39.37778","-74.42361","3.0","2013-04-15","10.96",,,"0.00","  100","  100","18.1","25.1"
"USW00013724","ATLANTIC CITY MARINA, NJ US","39.37778","-74.42361","3.0","2013-04-16","12.30",,,"0.00","  180","  180","16.1","25.9"
"USW00013724","ATLANTIC CITY MARINA, NJ US","39.37778","-74.42361","3.0","2013-04-17","9.62",,,"0.00","  230","  230","16.1","25.1"
"USW00013724","ATLANTIC CITY MARINA, NJ US","39.37778","-74.42361","3.0","2013-04-18","9.40",,,"0.00","  150","  170","16.1","25.1"
"USW00013724","ATLANTIC CITY MARINA, NJ US","39.37778","-74.42361","3.0","2013-04-19","13.87",,,"0.15","  220","  220","23.9","38.9"
"USW00013724","ATLANTIC CITY MARINA, NJ US","39.37778","-74.42361","3.0","2013-04-20","8.72",,,"0.32","  220","  210","18.1","29.1"
"USW00013724","ATLANTIC CITY MARINA, NJ US","39.37778","-74.42361","3.0","2013-04-21","10.07",,,"0.00","  100","  100","17.0","23.0"
"USW00013724","ATLANTIC CITY MARINA, NJ US","39.37778","-74.42361","3.0","2013-04-22","19.01",,,"0.00","   70","   70","21.0","34.0"
"USW00013724","ATLANTIC CITY MARINA, NJ US","39.37778","-74.42361","3.0","2013-04-23","12.30",,,"0.00","   40","   70","19.0","30.0"
"USW00013724","ATLANTIC CITY MARINA, NJ US","39.37778","-74.42361","3.0","2013-04-24","11.63",,,"0.00","  220","  220","19.9","34.0"
"USW00013724","ATLANTIC CITY MARINA, NJ US","39.37778","-74.42361","3.0","2013-04-25","8.95",,,"0.03","  330","  330","16.1","31.1"
"USW00013724","ATLANTIC CITY MARINA, NJ US","39.37778","-74.42361","3.0","2013-04-26","6.04",,,"0.00","  170","  170","12.1","19.0"
"USW00013724","ATLANTIC CITY MARINA, NJ US","39.37778","-74.42361","3.0","2013-04-27","6.49",,,"0.00","  120","  120","11.0","16.1"
"USW00013724","ATLANTIC CITY MARINA, NJ US","39.37778","-74.42361","3.0","2013-04-28","6.49",,,"0.00","  150","  150","11.0","17.0"
"USW00013724","ATLANTIC CITY MARINA, NJ US","39.37778","-74.42361","3.0","2013-04-29","9.40",,,"0.67","  100","  160","12.1","21.9"
"USW00013724","ATLANTIC CITY MARINA, NJ US","39.37778","-74.42361","3.0","2013-04-30","13.87",,,"0.00","   80","   90","18.1","29.1"
"USW00013724","ATLANTIC CITY MARINA, NJ US","39.37778","-74.42361","3.0","2013-05-01","10.96",,,"0.00","   70","   70","17.0","27.1"
"USW00013724","ATLANTIC CITY MARINA, NJ US","39.37778","-74.42361","3.0","2013-05-02","8.72",,,"0.00","   80","   70","12.1","19.0"
"USW00013724","ATLANTIC CITY MARINA, NJ US","39.37778","-74.42361","3.0","2013-05-03","14.32",,,"0.00","   80","   80","21.0","30.0"
"USW00013724","ATLANTIC CITY MARINA, NJ US","39.37778","-74.42361","3.0","2013-05-04","12.30",,,"0.00","   90","   80","18.1","25.1"
"USW00013724","ATLANTIC CITY MARINA, NJ US","39.37778","-74.42361","3.0","2013-05-05","13.20",,,"0.00","   80","   70","17.0","25.9"
"USW00013724","ATLANTIC CITY MARINA, NJ US","39.37778","-74.42361","3.0","2013-05-06","10.07",,,"0.00","   70","   70","15.0","23.0"
"USW00013724","ATLANTIC CITY MARINA, NJ US","39.37778","-74.42361","3.0","2013-05-07","9.40",,,"0.05","   90","   70","13.0","21.9"
"USW00013724","ATLANTIC CITY MARINA, NJ US","39.37778","-74.42361","3.0","2013-05-08","7.61",,,"0.06","  200","  180","12.1","19.9"
"USW00013724","ATLANTIC CITY MARINA, NJ US","39.37778","-74.42361","3.0","2013-05-09","6.71",,,"0.04","  220","  220","15.0","23.0"
"USW00013724","ATLANTIC CITY MARINA, NJ US","39.37778","-74.42361","3.0","2013-05-10","8.72",,,"0.00","  210","  210","16.1","23.9"
"USW00013724","ATLANTIC CITY MARINA, NJ US","39.37778","-74.42361","3.0","2013-05-11","9.17",,,"1.08","  230","  230","17.0","31.1"
"USW00013724","ATLANTIC CITY MARINA, NJ US","39.37778","-74.42361","3.0","2013-05-12","7.16",,,"0.07","  290","  290","12.1","32.0"
"USW00013724","ATLANTIC CITY MARINA, NJ US","39.37778","-74.42361","3.0","2013-05-13","7.83",,,"0.00","  260","  320","16.1","28.0"
"USW00013724","ATLANTIC CITY MARINA, NJ US","39.37778","-74.42361","3.0","2013-05-14","7.61",,,"0.00","  220","  200","11.0","21.0"
"USW00013724","ATLANTIC CITY MARINA, NJ US","39.37778","-74.42361","3.0","2013-05-15","12.30",,,"0.00","  230","  170","18.1","29.1"
"USW00013724","ATLANTIC CITY MARINA, NJ US","39.37778","-74.42361","3.0","2013-05-16","6.04",,,"0.00","  220","  210","11.0","17.0"
"USW00013724","ATLANTIC CITY MARINA, NJ US","39.37778","-74.42361","3.0","2013-05-17","6.49",,,"0.00","  120","  330","8.9","19.9"
"USW00013724","ATLANTIC CITY MARINA, NJ US","39.37778","-74.42361","3.0","2013-05-18","7.16",,,"0.09","  140","  140","12.1","21.0"
"USW00013724","ATLANTIC CITY MARINA, NJ US","39.37778","-74.42361","3.0","2013-05-19","10.74",,,"0.14","  150","  130","16.1","38.0"
"USW00013724","ATLANTIC CITY MARINA, NJ US","39.37778","-74.42361","3.0","2013-05-20","8.72",,,"0.00","  230","  230","14.1","25.1"
"USW00013724","ATLANTIC CITY MARINA, NJ US","39.37778","-74.42361","3.0","2013-05-21","10.29",,,"0.00","  230","  230","16.1","25.1"
"USW00013724","ATLANTIC CITY MARINA, NJ US","39.37778","-74.42361","3.0","2013-05-22","11.41",,,"0.00","  220","  220","17.0","28.0"
"USW00013724","ATLANTIC CITY MARINA, NJ US","39.37778","-74.42361","3.0","2013-05-23","13.87",,,"0.01","  210","  210","18.1","30.0"
"USW00013724","ATLANTIC CITY MARINA, NJ US","39.37778","-74.42361","3.0","2013-05-24","10.51",,,"0.27","  330","  330","18.1","34.0"
"USW00013724","ATLANTIC CITY MARINA, NJ US","39.37778","-74.42361","3.0","2013-05-25","8.50",,,"0.01","  320","  320","14.1","30.0"
"USW00013724","ATLANTIC CITY MARINA, NJ US","39.37778","-74.42361","3.0","2013-05-26","8.05",,,"0.00","  290","  290","12.1","28.0"
"USW00013724","ATLANTIC CITY MARINA, NJ US","39.37778","-74.42361","3.0","2013-05-27","6.04",,,"0.00","  200","  200","11.0","19.9"
"USW00013724","ATLANTIC CITY MARINA, NJ US","39.37778","-74.42361","3.0","2013-05-28","8.95",,,"0.25","  210","  220","16.1","25.9"
"USW00013724","ATLANTIC CITY MARINA, NJ US","39.37778","-74.42361","3.0","2013-05-29","12.53",,,"0.00","  230","  230","17.0","28.0"
"USW00013724","ATLANTIC CITY MARINA, NJ US","39.37778","-74.42361","3.0","2013-05-30","9.17",,,"0.00","  230","  230","14.1","21.9"
"USW00013724","ATLANTIC CITY MARINA, NJ US","39.37778","-74.42361","3.0","2013-05-31","10.29",,,"0.00","  230","  230","29.1","29.1"
"USW00013724","ATLANTIC CITY MARINA, NJ US","39.37778","-74.42361","3.0","2013-06-01","12.30",,,"0.00","  230","  240","19.0","32.0"
"USW00013724","ATLANTIC CITY MARINA, NJ US","39.37778","-74.42361","3.0","2013-06-02","13.20",,,"0.06","  220","  220","18.1","34.0"
"USW00013724","ATLANTIC CITY MARINA, NJ US","39.37778","-74.42361","3.0","2013-06-03","6.04",,,"1.15","  230","  230","14.1","25.1"
"USW00013724","ATLANTIC CITY MARINA, NJ US","39.37778","-74.42361","3.0","2013-06-04","5.59",,,"0.00","  200","  330","11.0","18.1"
"USW00013724","ATLANTIC CITY MARINA, NJ US","39.37778","-74.42361","3.0","2013-06-05","5.59",,,"0.00","  100","  100","11.0","15.0"
"USW00013724","ATLANTIC CITY MARINA, NJ US","39.37778","-74.42361","3.0","2013-06-06","7.83",,,"0.00","  130","  130","11.0","19.0"
"USW00013724","ATLANTIC CITY MARINA, NJ US","39.37778","-74.42361","3.0","2013-06-07","10.96",,,"2.62","  260","  180","17.0","30.0"
"USW00013724","ATLANTIC CITY MARINA, NJ US","39.37778","-74.42361","3.0","2013-06-08","7.83",,,"0.16","  200","  290","10.1","21.9"
"USW00013724","ATLANTIC CITY MARINA, NJ US","39.37778","-74.42361","3.0","2013-06-09","4.92",,,"0.00","  200","  210","10.1","16.1"
"USW00013724","ATLANTIC CITY MARINA, NJ US","39.37778","-74.42361","3.0","2013-06-10","10.29",,,"0.66","  230","  220","16.1","28.0"
"USW00013724","ATLANTIC CITY MARINA, NJ US","39.37778","-74.42361","3.0","2013-06-11","11.63",,,"0.05","  210","  280","17.0","27.1"
"USW00013724","ATLANTIC CITY MARINA, NJ US","39.37778","-74.42361","3.0","2013-06-12","7.61",,,"0.00","  220","  300","11.0","23.9"
"USW00013724","ATLANTIC CITY MARINA, NJ US","39.37778","-74.42361","3.0","2013-06-13","10.29",,,"1.40","  250","  270","16.1","34.0"
"USW00013724","ATLANTIC CITY MARINA, NJ US","39.37778","-74.42361","3.0","2013-06-14","7.16",,,"0.21","  320","  340","10.1","25.1"
"USW00013724","ATLANTIC CITY MARINA, NJ US","39.37778","-74.42361","3.0","2013-06-15","7.38",,,"0.00","  240","  300","13.0","19.9"
"USW00013724","ATLANTIC CITY MARINA, NJ US","39.37778","-74.42361","3.0","2013-06-16","8.28",,,"0.12","  240","  230","16.1","25.9"
"USW00013724","ATLANTIC CITY MARINA, NJ US","39.37778","-74.42361","3.0","2013-06-17","8.50",,,"0.01","  220","  230","17.0","23.9"
"USW00013724","ATLANTIC CITY MARINA, NJ US","39.37778","-74.42361","3.0","2013-06-18","8.05",,,"2.37","   60","   10","12.1","21.9"
"USW00013724","ATLANTIC CITY MARINA, NJ US","39.37778","-74.42361","3.0","2013-06-19","7.83",,,"0.01","   90","   70","15.0","21.9"
"USW00013724","ATLANTIC CITY MARINA, NJ US","39.37778","-74.42361","3.0","2013-06-20","6.04",,,"0.00","  180","  170","10.1","15.0"
"USW00013724","ATLANTIC CITY MARINA, NJ US","39.37778","-74.42361","3.0","2013-06-21","5.14",,,"0.00","  150","  190","10.1","15.0"
"USW00013724","ATLANTIC CITY MARINA, NJ US","39.37778","-74.42361","3.0","2013-06-22","6.04",,,"0.00","  220","  220","12.1","18.1"
"USW00013724","ATLANTIC CITY MARINA, NJ US","39.37778","-74.42361","3.0","2013-06-23","8.72",,,"0.02","  240","  220","15.0","29.1"
"USW00013724","ATLANTIC CITY MARINA, NJ US","39.37778","-74.42361","3.0","2013-06-24","8.05",,,"0.00","  230","  230","14.1","21.9"
"USW00013724","ATLANTIC CITY MARINA, NJ US","39.37778","-74.42361","3.0","2013-06-25","8.95",,,"0.00","  230","  220","14.1","21.9"
"USW00013724","ATLANTIC CITY MARINA, NJ US","39.37778","-74.42361","3.0","2013-06-26","8.72",,,"0.01","  220","  230","14.1","25.9"
"USW00013724","ATLANTIC CITY MARINA, NJ US","39.37778","-74.42361","3.0","2013-06-27","10.07",,,"0.01","  220","  220","17.0","34.0"
"USW00013724","ATLANTIC CITY MARINA, NJ US","39.37778","-74.42361","3.0","2013-06-28","10.74",,,"0.06","  220","  220","14.1","25.9"
"USW00013724","ATLANTIC CITY MARINA, NJ US","39.37778","-74.42361","3.0","2013-06-29","10.29",,,"0.05","  220","  230","16.1","25.9"
"USW00013724","ATLANTIC CITY MARINA, NJ US","39.37778","-74.42361","3.0","2013-06-30","8.95",,,"0.16","  190","  190","12.1","21.0"
"USW00013724","ATLANTIC CITY MARINA, NJ US","39.37778","-74.42361","3.0","2013-07-01","10.51",,,"0.07","  220","  220","13.0","23.9"
"USW00013724","ATLANTIC CITY MARINA, NJ US","39.37778","-74.42361","3.0","2013-07-02","11.41",,,"0.01","  220","  230","18.1","29.1"
"USW00013724","ATLANTIC CITY MARINA, NJ US","39.37778","-74.42361","3.0","2013-07-03","10.96",,,"0.00","  240","  220","15.0","25.9"
"USW00013724","ATLANTIC CITY MARINA, NJ US","39.37778","-74.42361","3.0","2013-07-04","11.41",,,"0.00","  220","  230","16.1","23.9"
"USW00013724","ATLANTIC CITY MARINA, NJ US","39.37778","-74.42361","3.0","2013-07-05","10.96",,,"0.00","  220","  230","17.0","28.0"
"USW00013724","ATLANTIC CITY MARINA, NJ US","39.37778","-74.42361","3.0","2013-07-06","8.50",,,"0.00","  240","  240","13.0","21.0"
"USW00013724","ATLANTIC CITY MARINA, NJ US","39.37778","-74.42361","3.0","2013-07-07","8.28",,,"0.00","  220","  200","12.1","21.9"
"USW00013724","ATLANTIC CITY MARINA, NJ US","39.37778","-74.42361","3.0","2013-07-08","8.50",,,"0.00","  210","  210","15.0","21.0"
"USW00013724","ATLANTIC CITY MARINA, NJ US","39.37778","-74.42361","3.0","2013-07-09","8.95",,,"0.00","  220","  220","13.0","21.9"
"USW00013724","ATLANTIC CITY MARINA, NJ US","39.37778","-74.42361","3.0","2013-07-10","10.29",,,"0.23","  240","  230","17.0","25.1"
"USW00013724","ATLANTIC CITY MARINA, NJ US","39.37778","-74.42361","3.0","2013-07-11","7.83",,,"0.10","  240","  220","12.1","19.9"
"USW00013724","ATLANTIC CITY MARINA, NJ US","39.37778","-74.42361","3.0","2013-07-12","8.28",,,"0.49","   80","   80","18.1","25.1"
"USW00013724","ATLANTIC CITY MARINA, NJ US","39.37778","-74.42361","3.0","2013-07-13","6.49",,,"0.00","  230","  220","11.0","19.9"
"USW00013724","ATLANTIC CITY MARINA, NJ US","39.37778","-74.42361","3.0","2013-07-14","7.61",,,"0.00","  160","  240","10.1","17.0"
"USW00013724","ATLANTIC CITY MARINA, NJ US","39.37778","-74.42361","3.0","2013-07-15","6.93",,,"0.00","  120","  320","8.1","18.1"
"USW00013724","ATLANTIC CITY MARINA, NJ US","39.37778","-74.42361","3.0","2013-07-16","6.71",,,"0.00","   90","   90","13.0","18.1"
"USW00013724","ATLANTIC CITY MARINA, NJ US","39.37778","-74.42361","3.0","2013-07-17","6.26",,,"0.00","  110","  140","10.1","14.1"
"USW00013724","ATLANTIC CITY MARINA, NJ US","39.37778","-74.42361","3.0","2013-07-18","9.17",,,"0.00","  220","  220","16.1","23.9"
"USW00013724","ATLANTIC CITY MARINA, NJ US","39.37778","-74.42361","3.0","2013-07-19","10.74",,,"0.00","  220","  220","17.0","27.1"
"USW00013724","ATLANTIC CITY MARINA, NJ US","39.37778","-74.42361","3.0","2013-07-20","10.29",,,"1.12","  260","  260","14.1","23.0"
"USW00013724","ATLANTIC CITY MARINA, NJ US","39.37778","-74.42361","3.0","2013-07-21","6.71",,,"1.44","   40","  220","11.0","23.9"
"USW00013724","ATLANTIC CITY MARINA, NJ US","39.37778","-74.42361","3.0","2013-07-22","4.92",,,"0.00","  190","  190","17.0","17.0"
"USW00013724","ATLANTIC CITY MARINA, NJ US","39.37778","-74.42361","3.0","2013-07-23","8.50",,,"0.54","  300","  220","19.0","19.9"
"USW00013724","ATLANTIC CITY MARINA, NJ US","39.37778","-74.42361","3.0","2013-07-24","5.82",,,"0.00","  170","  330","8.9","19.0"
"USW00013724","ATLANTIC CITY MARINA, NJ US","39.37778","-74.42361","3.0","2013-07-25","11.41",,,"0.02","   40","   40","27.1","27.1"
"USW00013724","ATLANTIC CITY MARINA, NJ US","39.37778","-74.42361","3.0","2013-07-26","6.71",,,"0.00","  220","  220","12.1","19.9"
"USW00013724","ATLANTIC CITY MARINA, NJ US","39.37778","-74.42361","3.0","2013-07-27","7.61",,,"0.00","  150","  150","10.1","16.1"
"USW00013724","ATLANTIC CITY MARINA, NJ US","39.37778","-74.42361","3.0","2013-07-28","8.05",,,"0.02","  170","  170","14.1","23.9"
"USW00013724","ATLANTIC CITY MARINA, NJ US","39.37778","-74.42361","3.0","2013-07-29","5.37",,,"0.01","  220","  290","10.1","19.9"
"USW00013724","ATLANTIC CITY MARINA, NJ US","39.37778","-74.42361","3.0","2013-07-30","6.26",,,"0.00","  170","  200","12.1","19.0"
"USW00013724","ATLANTIC CITY MARINA, NJ US","39.37778","-74.42361","3.0","2013-07-31","6.26",,,"0.00","  150","  230","10.1","16.1"
"USW00013724","ATLANTIC CITY MARINA, NJ US","39.37778","-74.42361","3.0","2013-08-01","8.50",,,"0.86","  170","  220","14.1","29.1"
"USW00013724","ATLANTIC CITY MARINA, NJ US","39.37778","-74.42361","3.0","2013-08-02","7.38",,,"0.00","  220","  240","14.1","23.9"
"USW00013724","ATLANTIC CITY MARINA, NJ US","39.37778","-74.42361","3.0","2013-08-03","8.28",,,"0.00","  270","  300","11.0","19.9"
"USW00013724","ATLANTIC CITY MARINA, NJ US","39.37778","-74.42361","3.0","2013-08-04","6.49",,,"0.00","  330","  330","10.1","23.0"
"USW00013724","ATLANTIC CITY MARINA, NJ US","39.37778","-74.42361","3.0","2013-08-05","4.92",,,"0.00","  190","  340","8.9","18.1"
"USW00013724","ATLANTIC CITY MARINA, NJ US","39.37778","-74.42361","3.0","2013-08-06","5.37",,,"0.00","  160","  260","8.9","18.1"
"USW00013724","ATLANTIC CITY MARINA, NJ US","39.37778","-74.42361","3.0","2013-08-07","8.50",,,"0.24","  170","  170","12.1","19.9"
"USW00013724","ATLANTIC CITY MARINA, NJ US","39.37778","-74.42361","3.0","2013-08-08","11.63",,,"0.01","  220","  220","16.1","25.9"
"USW00013724","ATLANTIC CITY MARINA, NJ US","39.37778","-74.42361","3.0","2013-08-09","10.51",,,"0.00","  220","  220","14.1","23.0"
"USW00013724","ATLANTIC CITY MARINA, NJ US","39.37778","-74.42361","3.0","2013-08-10","5.59",,,"0.00","  250","  260","11.0","18.1"
"USW00013724","ATLANTIC CITY MARINA, NJ US","39.37778","-74.42361","3.0","2013-08-11","7.38",,,"0.00","   90","  160","11.0","17.0"
"USW00013724","ATLANTIC CITY MARINA, NJ US","39.37778","-74.42361","3.0","2013-08-12","4.03",,,"0.05","  120","  120","8.9","13.0"
"USW00013724","ATLANTIC CITY MARINA, NJ US","39.37778","-74.42361","3.0","2013-08-13","6.93",,,"1.21","  220","  270","19.9","36.9"
"USW00013724","ATLANTIC CITY MARINA, NJ US","39.37778","-74.42361","3.0","2013-08-14","8.05",,,"0.00","  330","  330","13.0","25.1"
"USW00013724","ATLANTIC CITY MARINA, NJ US","39.37778","-74.42361","3.0","2013-08-15","4.92",,,"0.00","  170","  330","10.1","19.0"
"USW00013724","ATLANTIC CITY MARINA, NJ US","39.37778","-74.42361","3.0","2013-08-16","6.04",,,"0.00","  120","  130","10.1","15.0"
"USW00013724","ATLANTIC CITY MARINA, NJ US","39.37778","-74.42361","3.0","2013-08-17","6.04",,,"0.00","   90","   90","12.1","17.0"
"USW00013724","ATLANTIC CITY MARINA, NJ US","39.37778","-74.42361","3.0","2013-08-18","8.05",,,"0.00","   80","   80","15.0","21.0"
"USW00013724","ATLANTIC CITY MARINA, NJ US","39.37778","-74.42361","3.0","2013-08-19","6.04",,,"0.00","  260","  280","10.1","18.1"
"USW00013724","ATLANTIC CITY MARINA, NJ US","39.37778","-74.42361","3.0","2013-08-20","6.93",,,"0.00","  230","  230","13.0","19.9"
"USW00013724","ATLANTIC CITY MARINA, NJ US","39.37778","-74.42361","3.0","2013-08-21","8.05",,,"0.00","  220","  220","13.0","21.9"
"USW00013724","ATLANTIC CITY MARINA, NJ US","39.37778","-74.42361","3.0","2013-08-22","8.05",,,"0.12","  220","  220","14.1","21.9"
"USW00013724","ATLANTIC CITY MARINA, NJ US","39.37778","-74.42361","3.0","2013-08-23","5.14",,,"0.03","   40","  330","10.1","19.0"
"USW00013724","ATLANTIC CITY MARINA, NJ US","39.37778","-74.42361","3.0","2013-08-24","7.83",,,"0.00","   80","   80","16.1","23.0"
"USW00013724","ATLANTIC CITY MARINA, NJ US","39.37778","-74.42361","3.0","2013-08-25","6.04",,,"0.00","  240","  240","12.1","17.0"
"USW00013724","ATLANTIC CITY MARINA, NJ US","39.37778","-74.42361","3.0","2013-08-26","12.08",,,"0.00","  220","  230","17.0","25.1"
"USW00013724","ATLANTIC CITY MARINA, NJ US","39.37778","-74.42361","3.0","2013-08-27","6.93",,,"0.00","  290","  310","12.1","23.0"
"USW00013724","ATLANTIC CITY MARINA, NJ US","39.37778","-74.42361","3.0","2013-08-28","4.25",,,"0.36","  260","  260","10.1","17.0"
"USW00013724","ATLANTIC CITY MARINA, NJ US","39.37778","-74.42361","3.0","2013-08-29","9.40",,,"0.00","   70","   60","15.0","25.9"
