"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","AWND","PGTM","PRCP","WDF2","WDF5","WSF2","WSF5"
"USW00014758","NEW HAVEN TWEED AIRPORT, CT US","41.26389","-72.88722","0.9","2010-04-10","8.50"," 0153","0.00","  300","  300","17.0","28.0"
"USW00014758","NEW HAVEN TWEED AIRPORT, CT US","41.26389","-72.88722","0.9","2010-04-11","7.83"," 1107","0.00","  360","  270","16.1","23.0"
"USW00014758","NEW HAVEN TWEED AIRPORT, CT US","41.26389","-72.88722","0.9","2010-04-12","5.59"," 1735","0.00","  360","   10","19.9","23.0"
"USW00014758","NEW HAVEN TWEED AIRPORT, CT US","41.26389","-72.88722","0.9","2010-04-13","5.82"," 1601","0.00","  240","  250","12.1","16.1"
"USW00014758","NEW HAVEN TWEED AIRPORT, CT US","41.26389","-72.88722","0.9","2010-04-14","5.14"," 1641","0.00","  210","  230","14.1","23.0"
"USW00014758","NEW HAVEN TWEED AIRPORT, CT US","41.26389","-72.88722","0.9","2010-04-15","7.61"," 1641","0.00","   90","   90","25.1","32.0"
"USW00014758","NEW HAVEN TWEED AIRPORT, CT US","41.26389","-72.88722","0.9","2010-04-16","11.41"," 1503","0.26","  100","  100","19.9","25.9"
"USW00014758","NEW HAVEN TWEED AIRPORT, CT US","41.26389","-72.88722","0.9","2010-04-17","5.82"," 1546","0.02","  350","  320","15.0","21.9"
"USW00014758","NEW HAVEN TWEED AIRPORT, CT US","41.26389","-72.88722","0.9","2010-04-18","4.70"," 1105","0.00","  330","  290","12.1","19.9"
"USW00014758","NEW HAVEN TWEED AIRPORT, CT US","41.26389","-72.88722","0.9","2010-04-19","6.49"," 0947","0.00","  350","  360","21.9","31.1"
"USW00014758","NEW HAVEN TWEED AIRPORT, CT US","41.26389","-72.88722","0.9","2010-04-20","4.47"," 1233","0.00","  200","  200","14.1","21.9"
"USW00014758","NEW HAVEN TWEED AIRPORT, CT US","41.26389","-72.88722","0.9","2010-04-21","4.25"," 1544","0.00","  190","  180","13.0","16.1"
"USW00014758","NEW HAVEN TWEED AIRPORT, CT US","41.26389","-72.88722","0.9","2010-04-22","6.26"," 2251","0.01","  350","  350","15.0","21.9"
"USW00014758","NEW HAVEN TWEED AIRPORT, CT US","41.26389","-72.88722","0.9","2010-04-23","9.40"," 1608","0.00","  350","  360","19.9","28.0"
"USW00014758","NEW HAVEN TWEED AIRPORT, CT US","41.26389","-72.88722","0.9","2010-04-24","6.26"," 0952","0.00","   40","  360","15.0","23.9"
"USW00014758","NEW HAVEN TWEED AIRPORT, CT US","41.26389","-72.88722","0.9","2010-04-25","5.59"," 1824","0.34","  100","   90","13.0","17.0"
"USW00014758","NEW HAVEN TWEED AIRPORT, CT US","41.26389","-72.88722","0.9","2010-04-26","6.49"," 1956","0.78","  110","   90","12.1","15.0"
"USW00014758","NEW HAVEN TWEED AIRPORT, CT US","41.26389","-72.88722","0.9","2010-04-27","7.83"," 1834","0.09","  330","  340","18.1","30.0"
"USW00014758","NEW HAVEN TWEED AIRPORT, CT US","41.26389","-72.88722","0.9","2010-04-28","7.61"," 1557","0.00","  320","  320","25.1","38.0"
"USW00014758","NEW HAVEN TWEED AIRPORT, CT US","41.26389","-72.88722","0.9","2010-04-29","8.05"," 1558","0.00","  330","  320","23.9","40.9"
"USW00014758","NEW HAVEN TWEED AIRPORT, CT US","41.26389","-72.88722","0.9","2010-04-30","3.58"," 1634","0.00","  210","  210","15.0","21.9"
"USW00014758","NEW HAVEN TWEED AIRPORT, CT US","41.26389","-72.88722","0.9","2010-05-01","4.92"," 1424","0.00","  110","  110","14.1","17.0"
"USW00014758","NEW HAVEN TWEED AIRPORT, CT US","41.26389","-72.88722","0.9","2010-05-02","3.58"," 1343","0.00","  140","  150","12.1","15.0"
"USW00014758","NEW HAVEN TWEED AIRPORT, CT US","41.26389","-72.88722","0.9","2010-05-03","4.03"," 1505","0.67","  210","  240","15.0","23.0"
"USW00014758","NEW HAVEN TWEED AIRPORT, CT US","41.26389","-72.88722","0.9","2010-05-04","4.03"," 1630","0.01","  350","  350","25.9","36.9"
"USW00014758","NEW HAVEN TWEED AIRPORT, CT US","41.26389","-72.88722","0.9","2010-05-05","4.70"," 1837","0.00","  210","  210","16.1","25.1"
"USW00014758","NEW HAVEN TWEED AIRPORT, CT US","41.26389","-72.88722","0.9","2010-05-06","5.82"," 1718","0.00","  340","  290","16.1","23.9"
"USW00014758","NEW HAVEN TWEED AIRPORT, CT US","41.26389","-72.88722","0.9","2010-05-07","5.82"," 1309","0.00","  220","  210","15.0","23.9"
"USW00014758","NEW HAVEN TWEED AIRPORT, CT US","41.26389","-72.88722","0.9","2010-05-08","9.84"," 1923","0.33","  280","  260","23.0","42.9"
"USW00014758","NEW HAVEN TWEED AIRPORT, CT US","41.26389","-72.88722","0.9","2010-05-09","12.30"," 0052","0.00","  300","  310","21.0","32.0"
"USW00014758","NEW HAVEN TWEED AIRPORT, CT US","41.26389","-72.88722","0.9","2010-05-10","9.84"," 1701","0.00","  340","  320","19.9","30.0"
"USW00014758","NEW HAVEN TWEED AIRPORT, CT US","41.26389","-72.88722","0.9","2010-05-11","5.14"," 1241","0.00","   10","  190","15.0","18.1"
"USW00014758","NEW HAVEN TWEED AIRPORT, CT US","41.26389","-72.88722","0.9","2010-05-12","5.37"," 0112","0.33","  190","  190","15.0","21.9"
"USW00014758","NEW HAVEN TWEED AIRPORT, CT US","41.26389","-72.88722","0.9","2010-05-13","6.71"," 0807","0.00","   20","   10","16.1","19.9"
"USW00014758","NEW HAVEN TWEED AIRPORT, CT US","41.26389","-72.88722","0.9","2010-05-14","5.14"," 2252","0.34","   30","   50","13.0","18.1"
"USW00014758","NEW HAVEN TWEED AIRPORT, CT US","41.26389","-72.88722","0.9","2010-05-15","6.26"," 0916","0.00","  330","  330","16.1","28.0"
"USW00014758","NEW HAVEN TWEED AIRPORT, CT US","41.26389","-72.88722","0.9","2010-05-16","4.92"," 1634","0.00","  330","  330","14.1","21.0"
"USW00014758","NEW HAVEN TWEED AIRPORT, CT US","41.26389","-72.88722","0.9","2010-05-17","3.80"," 1125","0.00","   30","   30","14.1","17.0"
"USW00014758","NEW HAVEN TWEED AIRPORT, CT US","41.26389","-72.88722","0.9","2010-05-18","8.50"," 2010","1.02","   30","   40","19.9","25.1"
"USW00014758","NEW HAVEN TWEED AIRPORT, CT US","41.26389","-72.88722","0.9","2010-05-19","6.71"," 0415","0.08","   10","  360","17.0","21.9"
"USW00014758","NEW HAVEN TWEED AIRPORT, CT US","41.26389","-72.88722","0.9","2010-05-20","4.25"," 1722","0.00","  210","  240","12.1","17.0"
"USW00014758","NEW HAVEN TWEED AIRPORT, CT US","41.26389","-72.88722","0.9","2010-05-21","6.49"," 1700","0.00","  110","  100","14.1","19.9"
"USW00014758","NEW HAVEN TWEED AIRPORT, CT US","41.26389","-72.88722","0.9","2010-05-22","6.49"," 1617","0.00","  110","  100","14.1","18.1"
"USW00014758","NEW HAVEN TWEED AIRPORT, CT US","41.26389","-72.88722","0.9","2010-05-23","6.71"," 1123","0.00","  110","  100","14.1","17.0"
"USW00014758","NEW HAVEN TWEED AIRPORT, CT US","41.26389","-72.88722","0.9","2010-05-24","4.92"," 1030","0.00","  110","  120","12.1","16.1"
"USW00014758","NEW HAVEN TWEED AIRPORT, CT US","41.26389","-72.88722","0.9","2010-05-25","4.47"," 1655","0.01","  170","  210","10.1","15.0"
"USW00014758","NEW HAVEN TWEED AIRPORT, CT US","41.26389","-72.88722","0.9","2010-05-26","4.25"," 2236","0.00","  360","   10","21.0","25.9"
"USW00014758","NEW HAVEN TWEED AIRPORT, CT US","41.26389","-72.88722","0.9","2010-05-27","7.38"," 0006","0.06","   10","   30","30.0","38.0"
"USW00014758","NEW HAVEN TWEED AIRPORT, CT US","41.26389","-72.88722","0.9","2010-05-28","4.47"," 1519","0.00","  220","  210","12.1","17.0"
"USW00014758","NEW HAVEN TWEED AIRPORT, CT US","41.26389","-72.88722","0.9","2010-05-29","4.92"," 1509","0.00","  210","  220","14.1","19.9"
"USW00014758","NEW HAVEN TWEED AIRPORT, CT US","41.26389","-72.88722","0.9","2010-05-30","3.80"," 1231","0.00","  350","  330","15.0","23.9"
"USW00014758","NEW HAVEN TWEED AIRPORT, CT US","41.26389","-72.88722","0.9","2010-05-31","6.93"," 0854","0.00","   90","  100","19.9","28.0"
"USW00014758","NEW HAVEN TWEED AIRPORT, CT US","41.26389","-72.88722","0.9","2010-06-01","3.58"," 1402","0.05","  200","  230","14.1","19.9"
"USW00014758","NEW HAVEN TWEED AIRPORT, CT US","41.26389","-72.88722","0.9","2010-06-02","4.70"," 1856","0.00","  180","  180","12.1","15.0"
"USW00014758","NEW HAVEN TWEED AIRPORT, CT US","41.26389","-72.88722","0.9","2010-06-03","4.25"," 1159","0.00","  160","  190","8.9","13.0"
"USW00014758","NEW HAVEN TWEED AIRPORT, CT US","41.26389","-72.88722","0.9","2010-06-04","4.47"," 1636","0.00","  120","  120","10.1","15.0"
"USW00014758","NEW HAVEN TWEED AIRPORT, CT US","41.26389","-72.88722","0.9","2010-06-05","4.70"," 1212","0.08","  360","  230","15.0","21.9"
"USW00014758","NEW HAVEN TWEED AIRPORT, CT US","41.26389","-72.88722","0.9","2010-06-06","7.83"," 1939","0.11","  340","  330","21.0","36.0"
"USW00014758","NEW HAVEN TWEED AIRPORT, CT US","41.26389","-72.88722","0.9","2010-06-07","6.71"," 1301","0.00","  300","  290","14.1","21.9"
"USW00014758","NEW HAVEN TWEED AIRPORT, CT US","41.26389","-72.88722","0.9","2010-06-08","6.04"," 1537","0.00","   10","  360","17.0","23.9"
"USW00014758","NEW HAVEN TWEED AIRPORT, CT US","41.26389","-72.88722","0.9","2010-06-09","5.59"," 2150","0.49","  150","  150","17.0","23.9"
"USW00014758","NEW HAVEN TWEED AIRPORT, CT US","41.26389","-72.88722","0.9","2010-06-10","3.58"," 1547","0.58","   10","  360","21.9","31.1"
"USW00014758","NEW HAVEN TWEED AIRPORT, CT US","41.26389","-72.88722","0.9","2010-06-11","5.82"," 1514","0.00","  150","  170","14.1","17.0"
"USW00014758","NEW HAVEN TWEED AIRPORT, CT US","41.26389","-72.88722","0.9","2010-06-12","4.70"," 1334","0.04","  170","  200","12.1","19.9"
"USW00014758","NEW HAVEN TWEED AIRPORT, CT US","41.26389","-72.88722","0.9","2010-06-13","4.92"," 1710","0.10","   10","   80","12.1","28.0"
"USW00014758","NEW HAVEN TWEED AIRPORT, CT US","41.26389","-72.88722","0.9","2010-06-14","4.70"," 0819","0.00","  210","   20","12.1","23.9"
"USW00014758","NEW HAVEN TWEED AIRPORT, CT US","41.26389","-72.88722","0.9","2010-06-15","6.04"," 0612","0.00","   20","   10","16.1","21.9"
"USW00014758","NEW HAVEN TWEED AIRPORT, CT US","41.26389","-72.88722","0.9","2010-06-16","3.80"," 1552","0.00","  170","  170","13.0","16.1"
"USW00014758","NEW HAVEN TWEED AIRPORT, CT US","41.26389","-72.88722","0.9","2010-06-17","7.16"," 1439","0.07","  350","  350","19.9","28.0"
"USW00014758","NEW HAVEN TWEED AIRPORT, CT US","41.26389","-72.88722","0.9","2010-06-18","3.58"," 1416","0.00","  210","  220","12.1","16.1"
"USW00014758","NEW HAVEN TWEED AIRPORT, CT US","41.26389","-72.88722","0.9","2010-06-19","4.70"," 1754","0.00","  180","  110","13.0","23.9"
"USW00014758","NEW HAVEN TWEED AIRPORT, CT US","41.26389","-72.88722","0.9","2010-06-20","3.80"," 1744","0.00","  360","  360","14.1","19.9"
