"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","AWND","FMTM","PGTM","PRCP","SNOW","SNWD","WDF2","WDF5","WSF2","WSF5"
"USW00014764","PORTLAND JETPORT, ME US","43.64222","-70.30444","13.7","2010-04-17","6.71"," 0350"," 0345","0.33","0.0","0.0","  100","  100","16.1","19.9"
"USW00014764","PORTLAND JETPORT, ME US","43.64222","-70.30444","13.7","2010-04-18","3.36"," 1348"," 1347","0.07","0.0","0.0","  140","  150","10.1","13.0"
"USW00014764","PORTLAND JETPORT, ME US","43.64222","-70.30444","13.7","2010-04-19","11.86"," 1656"," 1354","0.00","0.0","0.0","  320","  340","23.9","38.0"
"USW00014764","PORTLAND JETPORT, ME US","43.64222","-70.30444","13.7","2010-04-20","8.50"," 1328"," 1237","0.00","0.0","0.0","  320","  300","23.0","30.0"
"USW00014764","PORTLAND JETPORT, ME US","43.64222","-70.30444","13.7","2010-04-21","6.49"," 1604"," 1612","0.00","0.0","0.0","  190","  190","17.9","25.9"
"USW00014764","PORTLAND JETPORT, ME US","43.64222","-70.30444","13.7","2010-04-22","5.37"," 1450"," 1353","0.01","0.0","0.0","   30","  150","15.0","19.9"
"USW00014764","PORTLAND JETPORT, ME US","43.64222","-70.30444","13.7","2010-04-23","8.95"," 1106"," 1058","0.00","0.0","0.0","   10","   10","21.9","28.0"
"USW00014764","PORTLAND JETPORT, ME US","43.64222","-70.30444","13.7","2010-04-24","8.05"," 1533"," 1557","0.00","0.0","0.0","  200","  210","19.9","25.1"
"USW00014764","PORTLAND JETPORT, ME US","43.64222","-70.30444","13.7","2010-04-25","4.70"," 1309"," 1354","0.00","0.0","0.0","  160","  160","15.0","21.9"
"USW00014764","PORTLAND JETPORT, ME US","43.64222","-70.30444","13.7","2010-04-26","4.92"," 1611"," 1558","0.00","0.0","0.0","  180","  150","12.1","15.0"
"USW00014764","PORTLAND JETPORT, ME US","43.64222","-70.30444","13.7","2010-04-27","6.93"," 0631"," 0634","0.23","0.0","0.0","   80","   90","17.0","23.9"
"USW00014764","PORTLAND JETPORT, ME US","43.64222","-70.30444","13.7","2010-04-28","7.61"," 1732"," 1732","0.16","0.0","0.0","  330","  330","19.9","25.1"
"USW00014764","PORTLAND JETPORT, ME US","43.64222","-70.30444","13.7","2010-04-29","13.20"," 1025"," 1020","0.00","0.0","0.0","  320","  320","34.9","46.1"
"USW00014764","PORTLAND JETPORT, ME US","43.64222","-70.30444","13.7","2010-04-30","11.41"," 1454"," 1454","0.00","0.0","0.0","  290","  290","25.9","33.1"
"USW00014764","PORTLAND JETPORT, ME US","43.64222","-70.30444","13.7","2010-05-01","5.82"," 1415"," 1520","0.00","0.0","0.0","  180","  190","16.1","21.9"
"USW00014764","PORTLAND JETPORT, ME US","43.64222","-70.30444","13.7","2010-05-02","2.91"," 1452"," 1445","0.00","0.0","0.0","  180","  170","10.1","14.1"
"USW00014764","PORTLAND JETPORT, ME US","43.64222","-70.30444","13.7","2010-05-03","8.95"," 1427"," 1428","0.00","0.0","0.0","  280","  290","31.1","40.9"
"USW00014764","PORTLAND JETPORT, ME US","43.64222","-70.30444","13.7","2010-05-04","8.28"," 1432"," 1432","0.13","0.0","0.0","  220","  220","19.9","23.9"
"USW00014764","PORTLAND JETPORT, ME US","43.64222","-70.30444","13.7","2010-05-05","8.50"," 1609"," 1609","0.00","0.0","0.0","  180","  180","16.1","23.0"
"USW00014764","PORTLAND JETPORT, ME US","43.64222","-70.30444","13.7","2010-05-06","10.96"," 1555"," 1554","0.11","0.0","0.0","  270","  270","30.0","40.0"
"USW00014764","PORTLAND JETPORT, ME US","43.64222","-70.30444","13.7","2010-05-07","9.62"," 0117"," 0108","0.00","0.0","0.0","  290","  300","21.9","31.1"
"USW00014764","PORTLAND JETPORT, ME US","43.64222","-70.30444","13.7","2010-05-08","6.26"," 2302"," 2301","0.45","0.0","0.0","  250","  250","17.0","25.1"
"USW00014764","PORTLAND JETPORT, ME US","43.64222","-70.30444","13.7","2010-05-09","15.21"," 1429"," 1358","0.00","0.0","0.0","  280","  260","25.9","34.9"
"USW00014764","PORTLAND JETPORT, ME US","43.64222","-70.30444","13.7","2010-05-10","8.28"," 1700"," 0639","0.00","0.0","0.0","  320","  320","15.0","23.0"
"USW00014764","PORTLAND JETPORT, ME US","43.64222","-70.30444","13.7","2010-05-11","7.16"," 0446"," 0446","0.00","0.0","0.0","  200","  190","14.1","21.0"
"USW00014764","PORTLAND JETPORT, ME US","43.64222","-70.30444","13.7","2010-05-12","6.26"," 1148"," 0427","0.00","0.0","0.0","  190","  190","15.0","23.0"
"USW00014764","PORTLAND JETPORT, ME US","43.64222","-70.30444","13.7","2010-05-13","6.49"," 0946"," 1312","0.00","0.0","0.0","  300","  240","21.0","28.0"
"USW00014764","PORTLAND JETPORT, ME US","43.64222","-70.30444","13.7","2010-05-14","6.04"," 1652",,"0.00","0.0","0.0","  170",,"11.0",
"USW00014764","PORTLAND JETPORT, ME US","43.64222","-70.30444","13.7","2010-05-15","11.41"," 1224"," 1544","0.00","0.0","0.0","  320","  300","21.0","34.9"
"USW00014764","PORTLAND JETPORT, ME US","43.64222","-70.30444","13.7","2010-05-16","12.08"," 1329"," 1221","0.00","0.0","0.0","  340","  330","25.9","36.9"
"USW00014764","PORTLAND JETPORT, ME US","43.64222","-70.30444","13.7","2010-05-17","6.71"," 0524"," 1438","0.00","0.0","0.0","  210","  190","14.1","19.9"
"USW00014764","PORTLAND JETPORT, ME US","43.64222","-70.30444","13.7","2010-05-18","4.25"," 1148",,"0.02","0.0","0.0","  170",,"13.0",
"USW00014764","PORTLAND JETPORT, ME US","43.64222","-70.30444","13.7","2010-05-19","11.18"," 1328"," 1152","1.06","0.0","0.0","   20","   50","19.9","28.0"
"USW00014764","PORTLAND JETPORT, ME US","43.64222","-70.30444","13.7","2010-05-20","6.26"," 1616",,"0.00","0.0","0.0","  270",,"14.1",
"USW00014764","PORTLAND JETPORT, ME US","43.64222","-70.30444","13.7","2010-05-21","6.04"," 0449"," 0449","0.00","0.0","0.0","  150","  190","14.1","17.0"
"USW00014764","PORTLAND JETPORT, ME US","43.64222","-70.30444","13.7","2010-05-22","4.70"," 1718"," 1717","0.00","0.0","0.0","  180","  180","11.0","17.9"
"USW00014764","PORTLAND JETPORT, ME US","43.64222","-70.30444","13.7","2010-05-23","4.03"," 1547",,"0.00","0.0","0.0","  150",,"11.0",
"USW00014764","PORTLAND JETPORT, ME US","43.64222","-70.30444","13.7","2010-05-24","4.92"," 1540"," 0836","0.00","0.0","0.0","  190","  190","13.0","23.0"
"USW00014764","PORTLAND JETPORT, ME US","43.64222","-70.30444","13.7","2010-05-25","5.37"," 1804"," 1905","0.00","0.0","0.0","  190","  200","15.0","29.1"
"USW00014764","PORTLAND JETPORT, ME US","43.64222","-70.30444","13.7","2010-05-26","8.50"," 1801"," 1800","0.00","0.0","0.0","   80","   90","23.0","28.0"
"USW00014764","PORTLAND JETPORT, ME US","43.64222","-70.30444","13.7","2010-05-27","5.82"," 1722",,"0.00","0.0","0.0","  170",,"13.0",
"USW00014764","PORTLAND JETPORT, ME US","43.64222","-70.30444","13.7","2010-05-28","4.92"," 1742"," 0428","0.00","0.0","0.0","  190","  180","10.1","23.9"
"USW00014764","PORTLAND JETPORT, ME US","43.64222","-70.30444","13.7","2010-05-29","2.91"," 1752",,"0.00","0.0","0.0","  170",,"12.1",
"USW00014764","PORTLAND JETPORT, ME US","43.64222","-70.30444","13.7","2010-05-30","9.17"," 1354"," 1639","0.00","0.0","0.0","  290","  330","23.9","30.0"
"USW00014764","PORTLAND JETPORT, ME US","43.64222","-70.30444","13.7","2010-05-31","6.93"," 1706"," 1703","0.00","0.0","0.0","  150","  220","17.9","29.1"
