Date,PRCP,WSF2,WSF5
2010-09-01,0.0,21.0,30.0
2010-09-02,0.0,12.1,19.9
2010-09-03,0.08,25.1,36.9
2010-09-04,0.0,18.1,35.1
2010-09-05,0.0,12.1,17.0
2010-09-06,0.0,10.1,16.1
2010-09-07,0.0,18.1,23.9
2010-09-08,0.0,17.0,23.9
2010-09-09,0.0,17.0,25.9
2010-09-10,0.0,15.0,29.1
2010-09-11,0.0,12.1,30.0
2010-09-12,0.34,12.1,16.1
2010-09-13,0.0,13.0,21.9
2010-09-14,0.0,30.0,32.0
2010-09-15,0.0,23.9,32.0
2010-09-16,0.0,25.1,38.0
2010-09-17,0.0,23.9,59.1
2010-09-18,0.0,16.1,33.1
2010-09-19,0.0,8.9,29.1
2010-09-20,0.0,19.9,25.9
2010-09-21,0.0,15.0,21.0
2010-09-22,0.0,18.1,30.0
2010-09-23,0.0,13.0,23.9
2010-09-24,0.0,19.9,42.9
2010-09-25,0.0,18.1,33.1
2010-09-26,0.0,21.9,29.1
2010-09-27,0.0,21.0,29.1
2010-09-28,0.0,17.0,25.9
2010-09-29,0.0,14.1,25.9
2010-09-30,0.0,17.0,29.1
2010-10-01,0.0,25.1,33.1
2010-10-02,0.0,17.0,83.0
2010-10-03,0.0,25.9,38.0
2010-10-04,0.0,23.9,33.1
2010-10-05,0.0,17.0,23.9
2010-10-06,0.0,16.1,23.9
2010-10-07,0.0,21.0,30.0
2010-10-08,0.0,15.0,29.1
2010-10-09,0.0,13.0,31.1
2010-10-10,0.0,14.1,23.0
2010-10-11,0.0,13.0,35.1
2010-10-12,0.0,10.1,31.1
2010-10-13,0.0,6.0,8.1
2010-10-14,0.0,17.0,38.9
2010-10-15,0.0,21.9,33.1
2010-10-16,0.0,25.9,36.0
2010-10-17,0.0,18.1,32.0
2010-10-18,0.0,13.0,35.1
2010-10-19,0.0,17.0,23.9
2010-10-20,0.0,8.9,15.0
2010-10-21,0.03,19.9,25.9
2010-10-22,0.0,21.0,53.9
2010-10-23,0.0,16.1,33.1
