Date,PRCP,WSF2,WSF5
2011-09-04,0.0,19.9,23.0
2011-09-05,0.0,23.0,28.0
2011-09-06,1.77,28.0,32.0
2011-09-07,0.2,14.1,17.9
2011-09-08,1.92,17.0,21.9
2011-09-09,0.0,16.1,21.0
2011-09-10,0.0,14.1,17.0
2011-09-11,0.0,12.1,17.0
2011-09-12,0.0,16.1,28.0
2011-09-13,0.0,19.9,25.1
2011-09-14,0.0,17.9,23.9
2011-09-15,0.24,23.9,30.0
2011-09-16,0.0,19.9,21.0
2011-09-17,0.0,12.1,16.1
2011-09-18,0.0,17.9,25.1
2011-09-19,0.0,13.0,17.0
2011-09-20,0.01,16.1,30.0
2011-09-21,0.02,17.0,21.0
2011-09-22,0.13,12.1,19.9
2011-09-23,0.67,12.1,28.0
2011-09-24,0.44,13.0,17.0
2011-09-25,0.0,6.9,8.9
2011-09-26,0.0,8.9,12.1
2011-09-27,0.0,14.1,17.0
2011-09-28,0.31,17.0,21.0
2011-09-29,0.73,17.0,23.9
2011-09-30,0.16,21.0,25.1
2011-10-01,0.28,15.0,17.0
2011-10-02,0.02,13.0,16.1
2011-10-03,0.46,13.0,17.9
2011-10-04,0.14,17.0,21.9
2011-10-05,0.0,23.0,33.1
2011-10-06,0.0,19.9,28.0
2011-10-07,0.0,12.1,15.0
2011-10-08,0.0,10.1,14.1
2011-10-09,0.0,13.0,17.0
2011-10-10,0.0,14.1,17.9
2011-10-11,0.0,12.1,15.0
2011-10-12,0.1,15.0,17.9
2011-10-13,0.54,16.1,19.9
2011-10-14,0.74,17.0,25.1
2011-10-15,0.0,25.9,38.9
2011-10-16,0.0,23.0,34.9
2011-10-17,0.01,21.9,34.9
2011-10-18,0.0,13.0,17.0
2011-10-19,1.57,23.9,30.0
2011-10-20,0.54,32.0,42.9
2011-10-21,0.0,17.0,23.0
2011-10-22,0.0,13.0,17.0
2011-10-23,0.0,8.9,
2011-10-24,0.0,15.0,17.9
2011-10-25,0.02,23.0,32.0
2011-10-26,0.0,8.9,10.1
2011-10-27,0.9,21.9,30.0
2011-10-28,0.0,19.9,25.1
2011-10-29,1.03,25.9,38.0
2011-10-30,0.12,29.1,44.1
2011-10-31,0.0,12.1,14.1
2011-11-01,0.0,17.9,23.0
2011-11-02,0.0,10.1,19.9
2011-11-03,0.0,17.0,21.9
2011-11-04,0.0,25.9,33.1
2011-11-05,0.0,16.1,23.0
2011-11-06,0.0,16.1,21.0
2011-11-07,0.0,17.0,21.9
2011-11-08,0.0,10.1,13.0
2011-11-09,0.0,15.0,17.9
2011-11-10,1.4,13.0,17.0
2011-11-11,0.0,25.1,34.9
2011-11-12,0.0,23.9,36.9
2011-11-13,0.0,23.9,33.1
2011-11-14,0.0,17.9,25.1
2011-11-15,0.0,17.0,25.1
2011-11-16,0.92,8.1,12.1
2011-11-17,0.15,17.9,23.9
2011-11-18,0.0,19.9,25.9
2011-11-19,0.0,23.0,29.1
2011-11-20,0.0,21.9,25.9
2011-11-21,0.0,16.1,21.9
2011-11-22,0.23,10.1,13.0
2011-11-23,1.38,23.9,31.1
2011-11-24,0.0,21.9,25.1
2011-11-25,0.0,13.0,16.1
2011-11-26,0.0,12.1,15.0
2011-11-27,0.0,14.1,19.9
2011-11-28,0.0,21.0,31.1
2011-11-29,0.31,23.9,36.0
2011-11-30,0.4,32.0,40.0
2011-12-01,0.0,17.9,23.9
2011-12-02,0.0,17.9,23.9
2011-12-03,0.0,16.1,17.9
2011-12-04,0.0,21.0,25.1
2011-12-05,0.0,12.1,13.0
2011-12-06,0.23,16.1,21.0
2011-12-07,1.55,23.0,28.0
2011-12-08,0.75,31.1,42.9
2011-12-09,0.0,21.0,30.0
2011-12-10,0.02,15.0,19.9
2011-12-11,0.0,8.1,12.1
2011-12-12,0.0,13.0,15.0
2011-12-13,0.0,14.1,17.0
2011-12-14,0.0,12.1,14.1
2011-12-15,0.12,28.0,36.9
2011-12-16,0.0,29.1,40.0
2011-12-17,0.0,17.0,21.9
2011-12-18,0.0,17.9,23.0
2011-12-19,0.0,23.9,36.0
2011-12-20,0.0,17.9,23.0
2011-12-21,0.14,23.9,33.1
2011-12-22,0.04,42.9,59.9
2011-12-23,0.57,17.9,25.1
2011-12-24,0.0,15.0,17.9
2011-12-25,0.0,10.1,14.1
2011-12-26,0.0,23.9,30.0
2011-12-27,0.49,32.0,46.1
2011-12-28,0.04,28.0,38.0
2011-12-29,0.0,23.9,34.9
2011-12-30,0.0,16.1,21.0
2011-12-31,0.0,12.1,14.1
2012-01-01,0.05,19.9,23.0
2012-01-02,0.0,23.9,31.1
2012-01-03,0.0,21.0,28.0
